name,author,narrator,time,releasedate,language,stars,price,ratings
L'auberge de l'Ange-gardien de la Comtesse de Ségur,ComtessedeSégur,MarcBrunet,64,2022-03-03,french,0,376,0
Le général Dourakine de la Comtesse de Ségur,ComtessedeSégur,ChloéBerthier,69,2022-04-03,french,0,376,0
Un bon petit diable de la Comtesse de Ségur,ComtessedeSégur,ChloéBerthier,68,2022-03-03,french,0,376,0
La Montagne d'ébène [The Ebony Mountain],SarahDegonse,JoakimLamoureux,192,2022-10-03,french,0,441,0
Thomas@vrees.net (Afrikaans Edition),CarinaDiedericksHugo,HendrikNieuwoudt,174,2022-01-03,afrikaans,0,379,0
Thomas y sus amigos - ¡Que gane el mejor!,"Mattel,RaquelLuqueBenitez-traductor",GermánGijón,7,2022-01-03,spanish,0,76,0
Spider-Man og Iron Man - Mød dine helte!,"Marvel,HeidiSkriverOlsen",MathiasKlenske,17,2022-02-25,danish,0,99,0
The Balloon Thief,AneesaMarufu,NikkiPatel,836,2022-01-03,English,0,933,0
Getting to the Bottom of Global Warming,"TerryCollins,BillAnderson,TodSmith,",anonymous,15,2022-02-25,English,0,93,0
Les 12 Coffrets de Goradenn le Fol,LoïcBurlot,LoïcBurlot,188,2022-02-24,french,0,679,0
Gschichte vom Schnüff,BeatBrechbühl,"MichaelStauffer,AndriPerl,AminaAbdulkadir,",73,2022-02-23,german,0,233,0
Penny Berry y el anillo de Shazzan,LluísPrats,ArantxadeSarabia,425,2022-02-24,spanish,0,307,0
Bamse ja maailman seitsemän uutta ihmettä,"DanAndréasson,JanMagnusson,TerhiKemppinen",Ville-VeikkoNiemelä,48,2022-02-21,finnish,0,65,0
Vi Spy 2,MazEvans,MazEvans,364,2022-03-03,English,0,569,0
PJ Masks - Catboy bjargar afmæliskökunni,"eOne,KjartanMárÓmarsson",ÁrniBeinteinnÁrnason,6,2022-02-21,icelandic,0,32,0
PJ Masks - Gatuno y la encogedora,"eOne,NicolásOluchaSánchez-traductor",RogerSerradell,7,2022-02-21,spanish,0,76,0
PJ Masks: Héroes en Pijamas - ¡Allá vamos!,"eOne,NicolásOluchaSánchez-traductor",KevinCalderón,13,2022-02-21,spanish,0,76,0
PJ Masks: Héroes en Pijamas - Catboy y la máquina encogedora,"eOne,NicolásOluchaSánchez-traductor",KevinCalderón,8,2022-02-21,spanish,0,76,0
PJ Masks: Héroes en Pijamas - Robot en pijama,"eOne,NicolásOluchaSánchez-traductor",KevinCalderón,10,2022-02-21,spanish,0,76,0
PJ Masks: Héroes en Pijamas - Cuentos de tres minutos para dormir,"eOne,NicolásOluchaSánchez-traductor",KevinCalderón,31,2022-02-21,spanish,0,76,0
PJ Masks: Héroes en Pijamas - ¡Héroes y heroínas!,"eOne,NicolásOluchaSánchez-traductor",KevinCalderón,24,2022-02-21,spanish,0,76,0
PJ Masks - Carrera en la Montaña Misteriosa,"eOne,NicolásOluchaSánchez-traductor",RogerSerradell,10,2022-02-21,spanish,0,76,0
PJ Masks: Héroes en Pijamas - ¡Pedaleando a toda velocidad!,"eOne,NicolásOluchaSánchez-traductor",KevinCalderón,36,2022-02-21,spanish,0,76,0
PJ Masks - Cuentos para dormir de tres minutos,"eOne,NicolásOluchaSánchez-traductor",RogerSerradell,29,2022-02-21,spanish,0,115,0
PJ Masks - Contes de 3 minuts per anar a dormir,"eOne,AnaC.AlcainaPerez-traductor",RogerSerradell,30,2022-02-18,catalan,0,115,0
PJ Masks - En Gatnoi i l’Encongidor,"eOne,AnaC.AlcainaPerez-traductor",RogerSerradell,7,2022-02-18,catalan,0,76,0
Pidżamersi - Bądź bohaterem!,"eOne,AnnaKrochmal",AdrianKowarzyk,25,2022-02-17,polish,0,32,0
Mauritz findet das Glück,MartinaSchaeffer,GerlindeDillge,14,2022-02-17,german,0,65,0
PIN-8 quiere tener superfuerza,ÁlvaroColomer,FerranFranchSabater,15,2022-02-18,spanish,0,38,0
Tafiti und die Expedition zum Halbmondsee,JuliaBoehme,ChristianRudolf,48,2022-03-16,german,0,233,0
Le vaillant petit tailleur,CamilleLaurans,FranckAupeix,7,2022-02-16,french,0,151,0
Les chevaliers,StéphanieLedu,MurielDarras,8,2022-02-16,french,0,265,0
Maya et le volcan Pipicaca,ClaireAstolfi,Jean-PaulBibé,2,2022-02-16,french,0,151,0
"Merci pour les crêpes, Jasmin !",GhislaineBiondi,Jean-PaulBibé,4,2022-02-16,french,0,151,0
Una tormenta de deseos,"JacquelineWest,LibradaPiñero-traductor",EvaAndrés,386,2022-02-17,spanish,0,537,0
7 histoires d'enquêtes !,"KarineDupont-Belrhali,NatachaFabry,PascaleHedelin,","M.Villain,AnneLehmann,C.Barbier,",62,2022-02-15,french,0,756,0
Le cakosaure de Nino Dino,Mim,NatachaFabry,5,2022-02-15,french,0,151,0
Le doudou du loup,CélineClaire,PatriceBaudrier,4,2022-02-14,french,0,189,0
Les pompiers,StéphanieLedu,MurielDurras,7,2022-02-15,french,0,265,0
Los Bandídez,SiriKolu,CariMonrós,357,2022-02-15,spanish,0,307,0
Fiabe d'incantesimi,ItaloCalvino,BettaCucci,73,2022-02-16,italian,0,267,0
Susanna e il soldato,PininCarpi,LauraGraziosi,291,2022-02-17,italian,0,305,0
Le manchot qui voulait avoir chaud,AndréJeanne,OlivierClément,5,2022-02-14,french,0,149,0
Le petit pompier,GillesSerrignyEduar,MartialLeMinoux,3,2022-02-14,french,0,149,0
Zouk à l'école des sorciers,SergeBloch,PatriceBaudrier,6,2022-02-14,french,0,187,0
Der Wildtöter,JamesFenimoreCooper,JürgenFritsche,125,2022-02-25,german,0,267,0
Graffiti & Cie,RémiVidal,SashaK.,41,2022-02-15,french,0,376,0
Carrera hacia el castillo de Callan,"Mattel,RaquelLuqueBenítez-traductor",GermánGijón,12,2022-02-14,spanish,0,76,0
La gran carrera,"Mattel,RaquelLuqueBenítez-traductor",GermánGijón,10,2022-02-14,spanish,0,76,0
Le petit empereur de Chine,MichelAmelin,PatriceBaudrier,8,2022-11-02,french,0,187,0
La ermita de los espíritus,MaríaMenéndez-Ponte,HelenaOvalle,285,2022-02-20,spanish,0,268,0
A Thunder of Monsters,S.A.Patrick,StewartCrank,586,2022-02-17,English,0,645,0
Fabula - Das Portal der dreizehn Reiche,"AkramEl-Bahay,MaxMeinzold-Illustrator",ThomasSchmuckert,605,2022-02-25,german,0,334,0
Racing Storm Mountain,TrentReedy,MattGodfrey,311,2022-02-15,English,0,703,0
Día de los Diésel,"Mattel,RaquelLuqueBenítez-traductor",GermánGijón,17,2022-02-15,spanish,0,115,0
La leyenda del tesoro perdido,"Mattel,RaquelLuqueBenítez-traductor",GermánGijón,12,2022-02-15,spanish,0,76,0
Grimorgas Erwachen,R.L.Ferguson,JulianGreis,442,2022-02-16,german,0,367,0
Der wahrlich wildbewegte Flug im Luftschiff,AndreasH.Schmachtl,BerndStephan,89,2022-02-16,german,0,300,0
El ladrón de salchichón,LuisaVillarLiébana,EstelaBenita,23,2022-10-03,spanish,0,38,0
Barbie - Equipo de espías,Mattel,VanessaPérezJurado,23,2022-07-03,spanish,0,38,0
Misterio en el campo de golf,LuisaVillarLiébana,EstelaBenita,31,2022-10-03,spanish,0,38,0
Sea Monsters - Ungeheuer weckt man nicht,BarbaraIland-Olschewski,JonaMues,164,2022-02-25,german,0,233,0
Barbie - La puerta secreta,Mattel,VanessaPérezJurado,12,2022-07-03,spanish,0,38,0
El misterio de los ocho bebés,LuisaVillarLiébana,EstelaBenita,25,2022-02-18,spanish,0,38,0
Un viaje más allá de Sodor,Mattel,JuanDiegoRodriguez,12,2022-07-03,spanish,0,38,0
¡Que gane el mejor!,Mattel,JuanDiegoRodriguez,8,2022-07-03,spanish,0,38,0
Juan y el teatro de la lluvia,LuisaVillarLiébana,EstelaBenita,43,2022-02-28,spanish,0,115,0
Barbie - Aventura en el espacio,Mattel,VanessaPérezJurado,13,2022-07-03,spanish,0,38,0
PJ Masks - ¡Pedaleando a tope!,"eOne,NicolásOluchaSánchez-traductor",RogerSerradell,33,2022-02-15,spanish,0,38,0
PJ Masks - Gatuno y el gran rescate de la tarta de cumpleaños,"eOne,NicolásOluchaSánchez-traductor",RogerSerradell,6,2022-02-15,spanish,0,38,0
Aufbruch ins Land der Tierflüsterer,BarbaraRose,JuliaNachtmann,245,2022-02-24,german,0,300,0
Caspar und die Träne des Phönix,"AbiElphinstone,AnnettevonderWeppen-Übersetzer",JohannesSteck,392,2022-02-24,german,0,367,0
Minna Melone - Wundersame Geschichten aus dem Wahrlichwald,SvenGerhardt,GerhardFehn,146,2022-02-28,german,0,300,0
Atemlos,"AdamBaron,UteMihr-Übersetzer","JulianGreis,JodieAhlborn",447,2022-02-24,german,0,367,0
El misterio de la gata maga,LuisaVillarLiébana,EstelaBenita,26,2022-02-24,spanish,0,38,0
Ein gefährlicher Pakt,ChrisColfer,RufusBeck,632,2022-02-23,german,0,703,0
The House in the Woods,YvetteFielding,BarnabyEdwards,326,2022-01-03,English,0,531,0
The Ghost of Scarletbeard,DerekKeilty,DerekKeilty,146,2022-03-03,English,0,531,0
Mort the Meek and the Monstrous Quest,RachelDelahaye,GlenMcCready,238,2022-01-03,English,0,664,0
Ambrose Follows His Nose,"DickKing-Smith,JosieRogers",SamuelWest,115,2022-03-03,English,0,410,0
The Reunion,K.A.Applegate,RamóndeOcampo,191,2022-01-03,English,0,445,0
Noni and the Great Chawwwklit Mystery,DermotWhelan,DermotWhelan,214,2022-02-15,English,0,531,0
Adventures in Super Happy Magic Forest,MattyLong,JohnVoce,201,2022-02-15,English,0,531,0
The Secret Explorers and the Moon Mission,SJKing,AyshaKala,72,2022-03-03,English,0,410,0
The Last Firefox,"LeeNewbery,LauraCatalán-illustrator",CallumScottHowells,273,2022-03-03,English,0,615,0
The Sickness,KatherineApplegate,SisiAishaJohnson,185,2022-01-03,English,0,445,0
Thursday: War of the Waterslides,RalphLazar,"RiverDeFilippis,ChristineMarshall,LanceRogerAxt",71,2022-01-03,English,0,492,0
The Gas-Fitters' Ball,PhilipPullman,RobertGlenister,171,2022-03-03,English,0,615,0
Thunderbolt's Waxwork,PhilipPullman,RobertGlenister,154,2022-03-03,English,0,615,0
Children of the Flying City,JasonSheehan,MarkBramhall,689,2022-03-15,English,0,1382,0
A to Z Mysteries Super Edition 10: Colossal Fossil,RonRoy,DavidPittu,116,2022-03-15,English,0,402,0
Minecraft: Mob Squad: Never Say Nether,DelilahS.Dawson,"MichaelCrouch,JessicaAlmasy,BarrettLeddy,",505,2022-01-03,English,0,1005,0
The Case of the Curious Scouts,VeronicaMang,LeighPonce,55,2022-01-03,English,0,402,0
Firefly,TerriFarley,NatalieBudig,240,2022-02-15,English,0,398,0
Hollywood vs. the Galaxy,"HenryWinkler,LinOliver",HenryWinkler,369,2022-02-15,English,0,703,0
A to Z Mysteries Super Edition 2: Mayflower Treasure Hunt,RonRoy,DavidPittu,93,2022-03-15,English,0,402,0
Map of Flames,LisaMcMann,JeremyCarlisleParker,592,2022-02-22,English,0,1256,0
The Jungle Book,RudyardKipling,CharlesMinx,326,2010-10-22,English,0,668,0
Mystery of the Midnight Rider,CarolynKeene,JorjeanaMarie,193,2014-12-28,English,5,305,8
The Smoke Thieves,SallyGreen,"CharlieAnson,PippaBennett-Warner,YasminPaige,",798,2018-03-05,English,5,820,1
The Haunting on Heliotrope Lane,CarolynKeene,JorjeanaMarie,183,2018-02-01,English,4,305,9
The Stolen Show,CarolynKeene,JorjeanaMarie,199,2019-09-24,English,5,305,5
Minecraft: The Crash,TraceyBaptiste,JanuaryLaVoy,438,2018-12-07,English,5,683,5
Scorpia Rising,AnthonyHorowitz,DanStevens,566,2020-09-04,English,5,645,2
Song of the Poison Dragon,TraceyWest,EmilyEllet,48,2020-02-06,English,0,164,0
Three Tales of My Father's Dragon,RuthStilesGannett,RobertServa,144,2016-08-16,English,5,1005,2
Treasure Hunters,JamesPatterson,BryanKennedy,342,2014-11-09,English,0,615,0
Star Wars: The Last Jedi,MichaelKogge,JessicaAlmasy,317,2018-06-03,English,0,754,0
Captain Underpants and the Perilous Plot of Professor Poopypants,DavPilkey,"LenForgione,DazjonFreeman,BenD'Amico",63,2018-09-18,English,4,258,4
Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,DavPilkey,"LenForgione,DazjonFreeman,BenD'Amico",55,2018-07-31,English,4,258,5
Famous Mistakes,CarolynKeene,JorjeanaMarie,185,2019-01-15,English,5,305,5
Minecraft: The Lost Journals,MurLafferty,EmilySchaffer,429,2019-11-07,English,4.5,888,7
The Witch's Boy,KellyBarnhill,RalphLister,598,2020-06-25,English,5,1328,1
"Whatever After Collection, Books 1-3",SarahMlynowski,EmilyEiden,590,2020-06-10,English,0,1172,0
The Hive Queen,TuiT.Sutherland,ShannonMcManus,413,2018-12-26,English,5,586,8
Mac Saves the World,MacBarnett,MacBarnett,95,2021-06-21,English,0,1172,0
My Parents Cancelled My Birthday,JoSimmons,MikePaul,160,2020-01-30,English,0,379,0
Nightfall,ShannonMessenger,CaitlinKelly,1252,2018-06-11,English,5,1170,14
The Curse of the Ancient Emerald,FranklinW.Dixon,TimGregory,173,2016-05-23,English,5,305,4
The Last Kids on Earth and the Skeleton Road,"MaxBrallier,DouglasHolgate-illustrator",RobbieDaymond,262,2020-09-15,English,5,754,1
Doctor Who: Thirteen Doctors 13 Stories,"NaomiAlderman,MalorieBlackman,HollyBlack,",fullcast,857,2019-07-03,English,5,820,1
The Gray Hunter's Revenge,FranklinW.Dixon,TimGregory,196,2018-09-10,English,5,305,3
Magisterium: The Iron Trial,"CassandraClare,HollyBlack",PaulBoehmer,637,2015-10-29,English,4.5,752,6
Mr. Lemoncello's Great Library Race,ChrisGrabenstein,"JesseBernstein,ChrisGrabenstein",406,2017-10-10,English,5,1005,4
The Fourth Closet,"ScottCawthon,KiraBreed-Wrisley",SuzanneEliseFreeman,608,2018-06-26,English,5,586,2
The Magic School Bus Inside the Human Body,JoannaCole,CassandraMorris,27,2011-01-01,English,0,234,0
Power of the Fire Dragon,TraceyWest,EmilyEllet,47,2020-02-06,English,4,164,1
School for Crooks,MeredithRusu,"CassandraMorris,LucienDodge",33,2018-07-31,English,0,164,0
Magisterium: The Golden Tower,"CassandraClare,HollyBlack",PaulBoehmer,438,2018-06-09,English,5,683,2
The Troll,JuliaDonaldson,AlexJennings,31,2010-03-09,English,5,323,2
Lockwood & Co.,JonathanStroud,KatieLyons,697,2014-09-25,English,5,752,3
Never Fade,AlexandraBracken,AmyMcFadden,920,2013-10-15,English,0,1005,0
100 Cupboards,N.D.Wilson,RussellHorton,383,2007-12-26,English,0,754,0
Ben Braver and the Vortex of Doom,MarcusEmerson,RamondeOcampo,262,2020-08-25,English,5,469,1
The Magic Misfits: The Second Story,NeilPatrickHarris,"NeilPatrickHarris,ChristinaHendricks",333,2018-09-25,English,5,664,2
The Election Day Dilemma,GertrudeChandlerWarner,AimeeLilly,96,2016-08-24,English,0,305,0
Tiger's Curse,ColleenHouck,"AnnikaBoras,SanjivJahveri",941,2011-04-05,English,5,1003,1
Just William - More William,RichmalCrompton,MartinJarvis,304,2009-09-02,English,5,512,1
Public Enemy Number Two,AnthonyHorowitz,NickolasGrace,267,2008-04-22,English,5,664,1
Mercy Watson #3,KateDiCamillo,RonMcLarty,20,2007-08-06,English,5,200,2
A to Z Mysteries: The Zombie Zone,RonRoy,DavidPittu,61,2011-08-03,English,4,402,1
Afternoon on the Amazon,MaryPopeOsborne,MaryPopeOsborne,38,2006-12-13,English,0,301,0
Troll Mountain,MatthewReilly,SeanMangan,263,2014-02-06,English,0,930,0
The Jungle Book,RudyardKipling,GildartJackson,359,2016-03-22,English,0,668,0
The Magic Misfits: The Fourth Suit,NeilPatrickHarris,"NeilPatrickHarris,AliStroker",345,2020-09-15,English,0,797,0
Princess Ellie's Holiday Adventure,DianaKimpton,PenelopeRawlins,65,2016-07-01,English,0,201,0
Wizard for Hire,ObertSkye,KirbyHeyborne,572,2018-06-03,English,4.5,820,2
Hour of the Olympics,MaryPopeOsborne,MaryPopeOsborne,36,2007-02-14,English,0,301,0
Princess Ellie to the Rescue,DianaKimpton,PenelopeRawlins,62,2014-02-10,English,0,197,0
Father Christmas's Fake Beard,TerryPratchett,JulianRhind-Tutt,93,2017-05-10,English,0,410,0
One Stormy Day,PaulHutchens,AimeeLilly,153,2019-01-22,English,0,234,0
The Jungle Book,RudyardKipling,RhashanStone,300,2018-05-31,English,3,615,1
LEGO Ninjago: Brick Adventures #1: Brother/Sister Squad,MeredithRusu,"CassandraMorris,LucienDodge",31,2018-05-22,English,5,164,1
"Infinity Ring, Book 3: The Trap Door",LisaMcMann,DionGraham,262,2013-05-02,English,0,586,0
The Emperor of Nihon-Ja,JohnFlanagan,WilliamZappa,806,2012-07-27,English,5,702,1
The Comic Book Mystery,GertrudeChandlerWarner,TimGregory,103,2012-12-30,English,0,305,0
Nick and Tesla's High-Voltage Danger Lab,"ScienceBobPflugfelder,SteveHockensmith",MacLeodAndrews,236,2013-05-11,English,0,469,0
The Penderwicks on Gardam Street,JeanneBirdsall,SusanDenaker,461,2008-05-09,English,0,854,0
The Midnight Mystery,GertrudeChandlerWarner,TimGregory,137,2012-12-30,English,0,305,0
The Missing Prince,JohnFlanagan,JohnKeating,519,2020-03-11,English,4,797,2
The Sound of Danger,MacBarnett,MacBarnett,106,2020-11-16,English,0,1172,0
Mac Undercover,MacBarnett,MacBarnett,79,2020-10-13,English,0,1172,0
Adventures from the Land of Stories Boxed Set,ChrisColfer,ChrisColfer,170,2015-11-24,English,0,500,0
El Ickabog (Spanish Edition),J.K.Rowling,YalitzaAparicio,526,2020-10-11,spanish,0,799,0
The Star of Kazan,EvaIbbotson,RuthJones,385,2008-04-29,English,5,323,1
The Sea Turtle Mystery,GertrudeChandlerWarner,AimeeLilly,93,2019-07-16,English,0,305,0
Black Beauty,"AnnaSewell,LisaChurch-adaptation",RebeccaK.Reynolds,139,2019-07-08,English,0,305,0
Shoe Wars,LizPichon,JoannaScanlon,303,2021-04-27,English,5,1063,1
"Fablehaven, Book 2",BrandonMull,E.B.Stevens,712,2013-05-24,English,5,468,1
Good Dog,DanGemeinhart,LincolnHoppe,507,2018-03-27,English,0,586,0
Winter Turning,TuiT.Sutherland,ShannonMcManus,450,2017-01-01,English,4.5,586,10
"The 39 Clues, Book 7",PeterLerangis,DavidPittu,296,2010-02-02,English,5,468,7
Trust No One,LindaSuePark,DavidPittu,281,2012-04-12,English,5,586,1
The Quest for the Artifacts,ElHolly,RebeccaRogers,393,2021-08-01,English,0,234,0
The 117-Storey Treehouse,"AndyGriffiths,TerryDenton",StigWemyss,97,2019-08-22,English,0,323,0
The Mighty Odds,AmyIgnatow,NateBegle,225,2019-02-19,English,0,234,0
Hansel and Gretel,BrothersGrimm,KatieHaigh,17,2015-12-17,English,4,187,1
The 39 Clues: Flashpoint,GordonKorman,DavidPittu,335,2014-01-09,English,4.5,410,2
Earthquake,RuskinBond,RuskinBond,42,2019-04-12,English,5,200,2
Stolen Identity,FranklinW.Dixon,TimGregory,167,2018-02-20,English,5,305,6
Dr. Fell and the Playground of Doom,DavidNeilsen,DavidNeilsen,323,2016-09-08,English,0,904,0
The 39 Clues,C.AlexanderLondon,DavidPittu,289,2015-01-08,English,5,434,2
Rostig!,CharlotteHabersack,WanjaMues,157,2021-02-08,german,0,233,0
Il principe e il leone,LucaCasetta,ElenaMancuso,211,2021-07-26,italian,0,267,0
Child I,SteveTasane,SyedHaleemNajibi,162,2021-07-28,English,0,227,0
Die neue Zeit,KatherineApplegate,VeraTeltz,419,2021-07-28,german,0,468,0
The Tzar’s Curious Runaways,RobinScott-Elliot,SashaAlexis,375,2021-07-28,English,0,569,0
The Dead World of Lanthorne Ghules,GeraldKillingworth,NathanielPriestley,360,2021-07-28,English,0,569,0
PIN-0-TXO vol tenir superforça,ÁlvaroColomer,RogerSerradell,13,2021-02-08,catalan,0,38,0
Zack Galaxy: persecución total,JordiSierraiFabra,ÁlvaroEsteve,176,2021-01-08,spanish,0,192,0
Zack Galaxy: una aventura intergaláctica,JordiSierraiFabra,ÁlvaroEsteve,172,2021-01-08,spanish,0,192,0
Relatos fantásticos,JordiSierraiFabra,RamónRomero,133,2021-07-26,spanish,0,192,0
El niño que siempre decía sí,AndreuMartín,CristinaFargas,67,2021-07-26,spanish,0,115,0
¡Menuda cabeza!,RicardRuizGarzón,PalomaInsa,12,2021-07-26,spanish,0,38,0
Quin cap!,RicardRuizGarzón,MartaBayarri,15,2021-07-26,catalan,0,38,0
El Bloque,BenOliver,AlanBochm,555,2021-07-29,spanish,0,691,0
Eine Freundschaft aus Wind und Magie,EvaHierteis,VanidaKarun,223,2021-07-29,german,0,300,0
Alarm in der Delfin-Lagune,UlfBlanck,OliverRohrbeck,105,2021-07-23,german,0,233,0
Tschakka! - Huhn voraus,MaraAndeck,MonikaOschek,131,2021-07-28,german,0,334,0
George's Cosmic Treasure Hunt,"LucyHawking,StephenHawking","JamesGoode,LucyHawking",368,2009-03-28,English,5,615,1
Magisterium: The Copper Gauntlet,"CassandraClare,HollyBlack",PaulBoehmer,501,2016-10-20,English,5,683,4
The Penderwicks at Point Mouette,JeanneBirdsall,SusanDenaker,452,2011-10-05,English,0,854,0
Stormspeaker,ChristinaDiazGonzalez,NicolaBarber,296,2018-01-30,English,5,445,1
Evie and the Animals,MattHaig,NataschaMcElhone,250,2019-06-06,English,0,569,0
Black Beauty,AnnaSewell,RalphCosham,321,2011-12-22,English,4,668,1
The Count of Monte Cristo,AlexandreDumas,BillHomewood,158,2000-10-26,English,5,333,1
The Boy Who Dreamed of Dragons,AndyShepherd,EwanGoddard,244,2020-11-06,English,5,569,1
The Guggenheim Mystery,"RobinStevens,SiobhanDowd",JasonForbes,340,2018-09-08,English,0,615,0
George and the Blue Moon,"LucyHawking,StephenHawking","RoyMcMillan,SophieAldred",427,2017-02-03,English,4.5,683,2
Escaping Peril,TuiT.Sutherland,ShannonMcManus,422,2016-04-02,English,5,575,6
The Case of the Deadly Ha-Ha Game,JohnR.Erickson,JohnR.Erickson,160,2008-07-17,English,0,469,0
Rise and Fall,EliotSchrefer,NicolaBarber,310,2015-01-01,English,4,492,1
The Great Paper Caper,OliverJeffers,HarryEnfield,7,2014-03-27,English,0,76,0
"Broken: The Vampires, the Magic Stones, and the Cursed Child",HumphreyQuinn,PaulWoodson,323,2017-08-15,English,0,1008,0
Caterflies and Ice,AsiaCitro,JaninaEdwards,59,2021-03-16,English,0,468,0
George and the Unbreakable Code,"LucyHawking,StephenHawking","RoyMcMillan,SophieAldred",414,2016-07-28,English,5,683,2
George and the Ship of Time,LucyHawking,"RoyMcMillan,SophieAldred",461,2018-03-05,English,5,683,2
Shadows at Predator Reef,FranklinW.Dixon,TimGregory,173,2016-05-23,English,5,305,8
Charlie Cook's Favourite Book,"JuliaDonaldson,AxelScheffler","ImeldaStaunton,StevenPacey",17,2008-10-23,English,5,323,2
"Klawde: Evil Alien Warlord Cat, Book 1","JohnnyMarciano,EmilyChenoweth","OliverWyman,VikasAdam",186,2019-02-26,English,0,703,0
